text,old_entities,new_entities,is_updated
"Of the 38 votes this year, Milei missed 19, according to the Chamber of Deputies database. It is worth mentioning that 10 of those votes were on the day of his absence while the rest are distributed among the other four sessions.",Milei | PERSON_NAME; Chamber of Deputies | ORGANIZATION_NAME,Milei | PERSON_NAME; Chamber of Deputies | ORGANIZATION_NAME,FALSE
"""There was only one session he missed, then he may have been absent from some votes but he was in Congress. Not all the 257 deputies are ever there for votes which are not key,"" Milei's entourage explained to Perfil.",Congress | ORGANIZATION_NAME; Milei | PERSON_NAME; Perfil | ORGANIZATION_NAME,Congress | ORGANIZATION_NAME; Milei | PERSON_NAME; Perfil | ORGANIZATION_NAME,FALSE
"Strictly speaking, of the 19 votes he skipped according to the database, three were motions of order or regulatory initiatives merely serving to organise debate.",,,FALSE
Two key factors for evaluating the legislative performance of deputies and senators are their participation in committees and the bills on which they work.,,,FALSE
"On the first point, the libertarian deputy who has just raffled off his seventh monthly salary payment does not belong to any of the 46 House committees. His entourage argues that this is not a personal decision but the result of being squeezed out "" in the jostling between Cambiemos and Frente de Todos.”",libertarian | NATIONALITY_RELIGION_POLITICAL; House | ORGANIZATION_NAME; Cambiemos | ORGANIZATION_NAME; Frente de Todos | ORGANIZATION_NAME,libertarian | NATIONALITY_RELIGION_POLITICAL; House | ORGANIZATION_NAME; Cambiemos | ORGANIZATION_NAME; Frente de Todos | ORGANIZATION_NAME,FALSE
"""He had made a request to be on the Budget, Finance and Agriculture Committees,"" they add.","Budget, Finance and Agriculture Committees | ORGANIZATION_NAME","Budget, Finance and Agriculture Committees | ORGANIZATION_NAME",FALSE
"""Javier Milei and I both asked to join committees as indicated by the Chamber Regulations but neither the government nor the opposition would yield us a place so we don ' t belong to any,"" said Victoria Villarruel, the other deputy for La Libertad Avanza.",Javier Milei | PERSON_NAME; Chamber Regulations | MISCELLANEOUS; Victoria Villarruel | PERSON_NAME; La Libertad Avanza | ORGANIZATION_NAME,Javier Milei | PERSON_NAME; Chamber Regulations | MISCELLANEOUS; Victoria Villarruel | PERSON_NAME; La Libertad Avanza | ORGANIZATION_NAME,FALSE
"Article 105 of the Chamber of Deputies regulations provides that deputies can be represented on committees without being members. Nevertheless, it stipulates that ""they can attend meetings and take part in discussions but not in decisions nor sign committee recommendations.""",Chamber of Deputies | ORGANIZATION_NAME,Chamber of Deputies | ORGANIZATION_NAME,FALSE
Villarroel and Milei are the only two deputies who do not belong to any committee.,Villarroel | PERSON_NAME; Milei | PERSON_NAME,Villarroel | PERSON_NAME; Milei | PERSON_NAME,FALSE
"As for bills, there are three types – resolutions, prospective laws and statements. A deputy may be either firmante (author) or cofirmante (co-author).",,,FALSE
"According to the official statistics, Milei appears as a co-author in 17 initiatives – i. e. with no initiatives of his own until now.",Milei | PERSON_NAME,Milei | PERSON_NAME,FALSE
"Beyond that, he has signed, among other issues, a repudiation of a summons by the lower house Gender Directorate to commemorate the anniversary of the abortion law, a bill to democratise trade unions, another to repeal the Anti-Hoarding Law and amendments to the Régime for Minor Taxpayers.",Gender Directorate | ORGANIZATION_NAME; Anti-Hoarding Law | MISCELLANEOUS; Régime for Minor Taxpayers | MISCELLANEOUS,Gender Directorate | ORGANIZATION_NAME; Anti-Hoarding Law | MISCELLANEOUS; Régime for Minor Taxpayers | MISCELLANEOUS,FALSE
"The unofficial Argentine peso dropped to a historic low last Tuesday, exacerbating the crisis provoked by the resignation of former Economy minister Martín Guzmán earlier this month.",Argentine peso | MONEY_CURRENCY; Tuesday | DATE; Martín Guzmán | PERSON_NAME,Argentine peso | MONEY_CURRENCY; Tuesday | DATE; Martín Guzmán | PERSON_NAME,FALSE
"The nation's black market exchange rate, known locally as the “dólar blue,” topped 300 pesos per dollar on Tuesday, according to the website Dolarhoy. com.",300 pesos | MONEY_CURRENCY; dollar | MONEY_CURRENCY; Tuesday | DATE; Dolarhoy. com | ORGANIZATION_NAME,300 pesos | MONEY_CURRENCY; dollar | MONEY_CURRENCY; Tuesday | DATE; Dolarhoy. com | ORGANIZATION_NAME,FALSE
"The contado con liquidación parallel but legal exchange rate, derived from buying international shares locally and selling them abroad, advanced even further to 308 pesos per dollar, also a record.",308 pesos | MONEY_CURRENCY; dollar | MONEY_CURRENCY,308 pesos | MONEY_CURRENCY; dollar | MONEY_CURRENCY,FALSE
"The drop of the parallel exchange rate pushes the difference with the official exchange rate to 137 percent. The gap has been around or beyond 125 percent for eight consecutive days, the longest streak since hyperinflation crippled the Argentine economy in 1989-90, according to Portfolio Person Inversiones (PPI), a local broker.",Argentine | NATIONALITY_RELIGION_POLITICAL; 1989-90 | DATE; Portfolio Person Inversiones | ORGANIZATION_NAME; PPI | ORGANIZATION_NAME,Argentine | NATIONALITY_RELIGION_POLITICAL; 1989-90 | DATE; Portfolio Person Inversiones | ORGANIZATION_NAME; PPI | ORGANIZATION_NAME,FALSE
"“It should be noted that during the financial turbulence of October 2020, the gap was maintained for only three days above this threshold, and later it was decompressed by a fiscal and monetary package launched by then minister Martín Guzmán,” PPI analysts led by Joaquín Bagues wrote in a memo to clients. The new Economy Minister Silvina Batakis, “does not appear to have the political backing to implement similar measures in the current scenario.”",October 2020 | DATE; Martín Guzmán | PERSON_NAME; PPI | ORGANIZATION_NAME; Joaquín Bagues | PERSON_NAME; Silvina Batakis | PERSON_NAME,October 2020 | DATE; Martín Guzmán | PERSON_NAME; PPI | ORGANIZATION_NAME; Joaquín Bagues | PERSON_NAME; Silvina Batakis | PERSON_NAME,FALSE
"The growing gap only adds fuel to the chorus of economists, investors and operators calling on the government to devalue the currency in order to reduce the imbalance between the official and parallel exchange rates. Argentines are already dealing with the prospect of 90 percent inflation by the end of the year after the departure of the economy minister triggered overnight price rises.",Argentines | NATIONALITY_RELIGION_POLITICAL,Argentines | NATIONALITY_RELIGION_POLITICAL,FALSE
"Argentina, which devalues the official peso daily through a system of “crawling pegs,” last week allowed it to depreciate at the fastest pace of the Alberto Fernández administration but continued to rule out the possibility of a one-off devaluation.",Argentina | LOCATION; Alberto Fernández | PERSON_NAME,Argentina | LOCATION; Alberto Fernández | PERSON_NAME,FALSE
"“The possibility of a one-off devaluation has increased considerably,” wrote PPI, “however, we believe that the government will find a way to avoid at all costs a sudden devaluation.”",PPI | ORGANIZATION_NAME,PPI | ORGANIZATION_NAME,FALSE
"On Oct. 1, the U. N.'s International Court of Justice (ICJ) ruled against forcing Chile to negotiate giving up a slice of its territory to provide neighbouring Bolivia with a route to the sea. Gathered around giant screens in town squares in the capital La Paz, Bolivians watched with dismay. To them, the country's landlocked status is a historical injustice and an affront to national pride. Here's what to know about the history of Bolivia's lost coastline:",Oct. 1 | DATE; U. N. | ORGANIZATION_NAME; International Court of Justice | ORGANIZATION_NAME; ICJ | ORGANIZATION_NAME; Chile | LOCATION; Bolivia | LOCATION; La Paz | LOCATION; Bolivians | NATIONALITY_RELIGION_POLITICAL,Oct. 1 | DATE; U. N. | ORGANIZATION_NAME; International Court of Justice | ORGANIZATION_NAME; ICJ | ORGANIZATION_NAME; Chile | LOCATION; Bolivia | LOCATION; La Paz | LOCATION; Bolivians | NATIONALITY_RELIGION_POLITICAL,FALSE
"The dispute began in 1879, when Chile invaded the Antofagasta port city on its northern border with Bolivia as part of a dispute over taxes. Within four years Chileans had redrawn the map of South America by taking almost 50,000 square miles of Bolivian territory, including its 250-mile coastline on the southern Pacific Ocean. Bolivia accepted this loss in 1904, when it signed a peace treaty with Chile in return for a promise of the “fullest and freest” commercial access to port.",1879 | DATE; Chile | LOCATION; Antofagasta | LOCATION; Bolivia | LOCATION; Chileans | NATIONALITY_RELIGION_POLITICAL; South America | LOCATION; Bolivian | NATIONALITY_RELIGION_POLITICAL; southern Pacific Ocean | LOCATION; 1904 | DATE,1879 | DATE; Chile | LOCATION; Antofagasta | LOCATION; Bolivia | LOCATION; Chileans | NATIONALITY_RELIGION_POLITICAL; South America | LOCATION; Bolivian | NATIONALITY_RELIGION_POLITICAL; southern Pacific Ocean | LOCATION; 1904 | DATE,FALSE
"The country never forgot its dream of returning to the waters of the Pacific coast. Every year on March 23, Bolivians celebrate a national Day of the Sea. The dying words of Eduardo Abaroa, a Bolivian war hero shot down by Chile in the 1879-1884 border conflict, have become an iconic phrase: “Surrender? Your grandmother should surrender!”",Pacific coast | LOCATION; March 23 | DATE; Bolivians | NATIONALITY_RELIGION_POLITICAL; Day of the Sea | MISCELLANEOUS; Eduardo Abaroa | PERSON_NAME; Bolivian | NATIONALITY_RELIGION_POLITICAL; Chile | LOCATION; 1879-1884 | DATE,Pacific coast | LOCATION; March 23 | DATE; Bolivians | NATIONALITY_RELIGION_POLITICAL; national Day of the Sea | MISCELLANEOUS; Eduardo Abaroa | PERSON_NAME; Bolivian | NATIONALITY_RELIGION_POLITICAL; Chile | LOCATION; 1879-1884 | DATE,TRUE
"Bolivia established its navy in 1963 as a “river force” using cast-off vessels from the U. S. and China. In 1981 they renamed it the “Armada Boliviana.” Without a sea to set sail on, its 5,000 troops make do with drills on the Amazon and Lake Titicaca. They also patrol Bolivia's river borders with Brazil, Paraguay and Argentina.",Bolivia | LOCATION; 1963 | DATE; U. S. | LOCATION; China | LOCATION; 1981 | DATE; Armada Boliviana | ORGANIZATION_NAME; Amazon | LOCATION; Lake Titicaca | LOCATION; Brazil | LOCATION; Paraguay | LOCATION; Argentina | LOCATION,Bolivia | LOCATION; 1963 | DATE; U. S. | LOCATION; China | LOCATION; 1981 | DATE; Armada Boliviana | ORGANIZATION_NAME; Amazon | LOCATION; Lake Titicaca | LOCATION; Brazil | LOCATION; Paraguay | LOCATION; Argentina | LOCATION,FALSE
"The feud has created tensions between the neighbors, who have suspended full diplomatic relations since 1978. In 2013, Bolivia's President Evo Morales filed a lawsuit at the ICJ, based at the Hague in the Netherlands, to force Chile to negotiate the handover of some of its land.",1978 | DATE; 2013 | DATE; Bolivia | LOCATION; Evo Morales | PERSON_NAME; ICJ | ORGANIZATION_NAME; Hague | LOCATION; Netherlands | LOCATION; Chile | LOCATION,1978 | DATE; 2013 | DATE; Bolivia | LOCATION; Evo Morales | PERSON_NAME; ICJ | ORGANIZATION_NAME; Hague | LOCATION; Netherlands | LOCATION; Chile | LOCATION,FALSE
"Bolivia's representatives framed the suit partly as an economic matter ; Bolivia has the second lowest per capita GDP of any South American country, while sea-hugging Chile has the second highest. Bolivia's former president Eduardo Rodríguez Veltze told judges at the Hague that the country's annual GDP growth would be 20% higher if it still had a route to international waters. “[It] would make a small difference to Chile, but it would transform the destiny of Bolivia,” he said.",Bolivia | LOCATION; GDP | MISCELLANEOUS; South American | NATIONALITY_RELIGION_POLITICAL; Chile | LOCATION; Eduardo Rodríguez Veltze | PERSON_NAME; Hague | LOCATION,Bolivia | LOCATION; South American | NATIONALITY_RELIGION_POLITICAL; Chile | LOCATION; Eduardo Rodríguez Veltze | PERSON_NAME; Hague | LOCATION,TRUE
"Chile says it stuck to its 1904 promise — Bolivia enjoys duty-free port access, and its own customs station and storage facilities on the Chilean coast. But Bolivians say they still have to pay for transit to reach the port and that their goods are subjected to unfair Chilean checks.",Chile | LOCATION; 1904 | DATE; Bolivia | LOCATION; Chilean | NATIONALITY_RELIGION_POLITICAL; Bolivians | NATIONALITY_RELIGION_POLITICAL,Chile | LOCATION; 1904 | DATE; Bolivia | LOCATION; Chilean | NATIONALITY_RELIGION_POLITICAL; Bolivians | NATIONALITY_RELIGION_POLITICAL,FALSE
Chilean President Sebastian Piñera celebrated the Oct. 1 ruling among a cheering crowd in Antofagasta and criticized Morales for creating “false expectations and great frustration” among his own people.,Chilean | NATIONALITY_RELIGION_POLITICAL; Sebastian Piñera | PERSON_NAME; Oct. 1 | DATE; Antofagasta | LOCATION; Morales | PERSON_NAME,Chilean | NATIONALITY_RELIGION_POLITICAL; Sebastian Piñera | PERSON_NAME; Oct. 1 | DATE; Antofagasta | LOCATION; Morales | PERSON_NAME,FALSE
"But Bolivia's dream of restoring its access to the coast is not dead yet. “Despite the unjust report from the ICJ, the Bolivian people's fight continues,” Morales said after the ruling. “We will never give up on our sovereign route to the sea.”",Bolivia | LOCATION; ICJ | ORGANIZATION_NAME; Bolivian | NATIONALITY_RELIGION_POLITICAL; Morales | PERSON_NAME,Bolivia | LOCATION; ICJ | ORGANIZATION_NAME; Bolivian | NATIONALITY_RELIGION_POLITICAL; Morales | PERSON_NAME,FALSE
"The government aims to recover public space in metro stations, implementing a plan to tackle illegal commerce. It involves heightened police presence, supported by private security. Initially, the plan will focus on six stations.",,,FALSE
Interior Minister Izkia Siches and other officials presented a plan to tackle illegal street commerce in and around metro stations.,Izkia Siches | PERSON_NAME,Izkia Siches | PERSON_NAME,FALSE
"Initially the plan focuses on stations in Santiago downtown and the districts of La Cisterna and La Florida. It involves 150 police officers patrolling the La Cisterna, Plaza de Armas, Santa Ana, Universidad de Chile, Vicente Valdés, and Vicuña Mackenna stations from 7 h to 21 h.",Santiago | LOCATION; La Cisterna | LOCATION; La Florida | LOCATION; Plaza de Armas | LOCATION; Santa Ana | LOCATION; Universidad de Chile | ORGANIZATION_NAME; Vicente Valdés | FACILITY; Vicuña Mackenna | LOCATION,Santiago | LOCATION; La Cisterna | LOCATION; La Florida | LOCATION; Plaza de Armas | LOCATION; Santa Ana | LOCATION; Universidad de Chile | ORGANIZATION_NAME; Vicente Valdés | FACILITY; Vicuña Mackenna | LOCATION,FALSE
Metro de Santiago will also triple the number of private guards in these stations.,Metro de Santiago | FACILITY,Metro de Santiago | ORGANIZATION_NAME,TRUE
"Illegal commerce has skyrocketed across the city and impedes commuters' movement in numerous stations. “The commitment in our government is to regain public space,” Siches said during the launch event.",Siches | PERSON_NAME,Siches | PERSON_NAME,FALSE
"A pilot started in May focused on the stations of Estación Central, Unión Latinoamericana, and Universidad de Santiago, leading to over 2,000 ID checks and 41 detentions.",May | DATE; Estación Central | LOCATION; Unión Latinoamericana | ORGANIZATION_NAME; Universidad de Santiago | ORGANIZATION_NAME,May | DATE; Estación Central | LOCATION; Unión Latinoamericana | ORGANIZATION_NAME; Universidad de Santiago | ORGANIZATION_NAME,FALSE
The plan is expected to extend to more stations.,,,FALSE
"THE ELECTION OF IVÁN DUQUE FOUR YEARS AGO WAS A THREAT FOR US. BUT WE WILL CONTINUE TO FOLLOW THE PEACE AGREEMENT REGARDLESS OF WHO IS THE NEXT PRESIDENT OF COLOMBIA. WE ARE MORE DETERMINED THAN EVER TO COMPLY WITH THE PEACE ACCORDS, AND THIS IS THE REASON THEY WANT TO KILL US.",IVÁN DUQUE | PERSON_NAME; COLOMBIA | LOCATION,IVÁN DUQUE | PERSON_NAME; COLOMBIA | LOCATION,FALSE
"Olmedo Vega spent 35 years as a guerrilla commander during Colombia's armed conflict – one of the longest the world has ever seen. “The FARC is my family – I grew up with the guerrillas. But now I really want to commit to this new life here in Agua Bonita, along with my old comrades.”",Olmedo Vega | PERSON_NAME; Colombia | LOCATION; FARC | ORGANIZATION_NAME; Agua Bonita | LOCATION,Olmedo Vega | PERSON_NAME; Colombia | LOCATION; FARC | ORGANIZATION_NAME; Agua Bonita | LOCATION,FALSE
"Over the past four years, we have carried out 42 in-depth interviews with former guerrilla soldiers in Agua Bonita and some of the other 25 Territorial Spaces for Training, Reintegration and Reincorporation (ETCR in Spanish), developed by the Colombian government and the UN to resettle thousands of former FARC fighters after the historic 2016 peace agreement.","Agua Bonita | LOCATION; Territorial Spaces for Training, Reintegration and Reincorporation | LOCATION; ETCR | LOCATION; Spanish | NATIONALITY_RELIGION_POLITICAL; Colombian | NATIONALITY_RELIGION_POLITICAL; UN | ORGANIZATION_NAME; FARC | ORGANIZATION_NAME; 2016 | DATE","Agua Bonita | LOCATION; Territorial Spaces for Training, Reintegration and Reincorporation | LOCATION; ETCR | LOCATION; Spanish | NATIONALITY_RELIGION_POLITICAL; Colombian | NATIONALITY_RELIGION_POLITICAL; UN | ORGANIZATION_NAME; FARC | ORGANIZATION_NAME; 2016 | DATE",FALSE
"We sought to understand the barriers faced by ex-combatants as they try to reintegrate into civil society. With President Duque's reign almost over and his successsor due to be elected on June 19, the result has major implications for the future of Colombia, the survival of the peace agreement, and the prospects of all those former combatants who have committed to a life without conflict.",Duque | PERSON_NAME; June | DATE; Colombia | LOCATION,Duque | PERSON_NAME; June | DATE; Colombia | LOCATION,FALSE
"After six decades of fighting, it is estimated that almost 20% of the population is a direct victim of Colombia's civil war – including almost 9 million internally displaced people, 200,000 enforced disappearances, up to 40,000 kidnappings, more than 17,000 child soldiers, nearly 9,321 landmine incidents, and 16,324 acts of sexual violence.",Colombia | LOCATION,Colombia | LOCATION,FALSE
"For the almost 13,000 former FARC guerrillas, the end of the conflict initiated a process of “disarmament, demobilisation and reintegration” into Colombian society. But while positive steps were taken on both sides, more than 300 massacres have been recorded since the peace deal was signed on September 26 2016. Some 316 FARC ex-combatants and 1,287 human rights defenders have been murdered during this period of “peace”, putting the agreement under increasing threat.",FARC | ORGANIZATION_NAME; Colombian | NATIONALITY_RELIGION_POLITICAL; September 26 2016 | DATE,FARC | ORGANIZATION_NAME; Colombian | NATIONALITY_RELIGION_POLITICAL; September 26 2016 | DATE,FALSE
"The Agua Bonita (“Beautiful water”) guerrilla demobilisation camp is located on a small plateau on the edge of the Amazon basin, about an hour's bumpy drive from Florencia, capital city of the Caquetá department in Colombia's Amazonía region.",Agua Bonita | LOCATION; Beautiful water | LOCATION; Amazon | LOCATION; Florencia | LOCATION; Caquetá | LOCATION; Colombia | LOCATION; Amazonía | LOCATION,Agua Bonita | LOCATION; Beautiful water | LOCATION; Amazon | LOCATION; Florencia | LOCATION; Caquetá | LOCATION; Colombia | LOCATION; Amazonía | LOCATION,FALSE
"Since 1970, Caquetá had been the headquarters for both FARC and the guerrillas of the Popular Liberation Army (EPL). It is a geographically strategic corridor for illicit drug trafficking (particularly related to the production of cocaine), the transport of illegal weapons and the smuggling of kidnapped people. It is also one of the first places where guerrilla groups used landmines to wrest territorial control from the Colombian army.",1970 | DATE; Caquetá | LOCATION; FARC | ORGANIZATION_NAME; Popular Liberation Army | ORGANIZATION_NAME; EPL | ORGANIZATION_NAME; Colombian | NATIONALITY_RELIGION_POLITICAL,1970 | DATE; Caquetá | LOCATION; FARC | ORGANIZATION_NAME; Popular Liberation Army | ORGANIZATION_NAME; EPL | ORGANIZATION_NAME; Colombian | NATIONALITY_RELIGION_POLITICAL,FALSE
"In 2017, when ex-FARC combatants first arrived in the empty area where Agua Bonita now stands, they worked with local builders for seven months to construct 63 houses using glass-reinforced plastic and average-quality plywood. Local workers from Florencia and the nearby towns of Morelia, Belen de los Andaquíes and El Paujil helped them build the camp.",2017 | DATE; FARC | ORGANIZATION_NAME; Agua Bonita | LOCATION; Florencia | LOCATION; Morelia | LOCATION; Belen de los Andaquíes | LOCATION; El Paujil | LOCATION,2017 | DATE; FARC | ORGANIZATION_NAME; Agua Bonita | LOCATION; Florencia | LOCATION; Morelia | LOCATION; Belen de los Andaquíes | LOCATION; El Paujil | LOCATION,FALSE
"“At the beginning, it was difficult to work side-by-side with the local builders because of our stigma as guerrilleros,” recalled Federico Montes, one of the community leaders. “But after six months of working with us every day, a couple of them moved with their families to live here!”",Federico Montes | PERSON_NAME,Federico Montes | PERSON_NAME,FALSE
"Agua Bonita is situated amid one of the most biologically diverse terrestrial ecosystems in the world ; home to around 40,000 plant species, nearly 1,300 bird species and 2.5 million different insects. Red-bellied piranhas and pink river dolphins swim in the waters here – yet in both 2019 and 2020, Colombia was named the world's deadliest country for environmentalists by human rights and environmental observers Global Witness.",Agua Bonita | LOCATION; 2019 | DATE; 2020 | DATE; Colombia | LOCATION; Global Witness | ORGANIZATION_NAME,Agua Bonita | LOCATION; 2019 | DATE; 2020 | DATE; Colombia | LOCATION; Global Witness | ORGANIZATION_NAME,FALSE
"According to Montes, Agua Bonita's high year-round temperatures and humidity mean “the weather is perfect to grow yucca, plantain, cilantro and pineapple. And if you are feeling more adventurous, you can have trees of araza, copoazu, yellow pitaya and other Amazonic crops. We are in the middle of a fruit heaven here.”",Montes | PERSON_NAME; Agua Bonita | LOCATION; Amazonic | NATIONALITY_RELIGION_POLITICAL,Montes | PERSON_NAME; Agua Bonita | LOCATION; Amazonic | NATIONALITY_RELIGION_POLITICAL,FALSE
"The community started with a population of more than 300 ex-FARC combatants. These days, it boasts a library with 19 computers and four printers, a bakery, convenience store and restaurant, a football pitch, health centre and community centre with a daycare facility for toddlers. Former combatants farm eight hectares of pineapple cash crop and have their own basic processing plant for fruit pulp. They also have six 13-metre-long fish tanks, a big hen house and dozens of large communal gardens.",FARC | ORGANIZATION_NAME,FARC | ORGANIZATION_NAME,FALSE
"One of the main attractions for visitors is the vibrant murals painted on the 65 modest houses, portraying everything from local flora and fauna to guerrilla leaders and FARC paraphernalia. The most recurring features are the words “peace”, “reconciliation” and “hope”.",FARC | ORGANIZATION_NAME,FARC | ORGANIZATION_NAME,FALSE
"“Our main aim,” said Montes, “is to create a place to have a dignified life, where all together can be free, safe and secure, living in proper houses with access to health, employment, and education.”",Montes | PERSON_NAME,Montes | PERSON_NAME,FALSE
"Yet since the establishment of Agua Bonita in 2017, 29 ex-combatants have been killed in the area. According to Olmedo: “During the government of Duque, there has been a shortage of food, goodwill and economic support in Agua Bonita – a total lack of governmental support. But the presidential elections are giving us hope for a better future.”",Agua Bonita | LOCATION; 2017 | DATE; Olmedo | PERSON_NAME; Duque | PERSON_NAME,Agua Bonita | LOCATION; 2017 | DATE; Olmedo | PERSON_NAME; Duque | PERSON_NAME,FALSE
"In the run up to his election in June 2018, Duque, as leader of the right-wing Centro Democrático party, fiercely opposed the peace agreement with the FARC, vowing to renegotiate what he described as a “lenient” deal while pledging not to “tear the agreement to shreds”.",June 2018 | DATE; Duque | PERSON_NAME; Centro Democrático | ORGANIZATION_NAME; FARC | ORGANIZATION_NAME,June 2018 | DATE; Duque | PERSON_NAME; Centro Democrático party | NATIONALITY_RELIGION_POLITICAL; FARC | ORGANIZATION_NAME,TRUE
"After four years in charge, Duque – Colombia's least popular president in polling history – has undermined the implementation of the peace agreement, and further polarised the country and its politics. Levels of respect for human rights, security, quality of life and poverty have all worsened under his militaristic tenure.",Duque | PERSON_NAME; Colombia | LOCATION,Duque | PERSON_NAME; Colombia | LOCATION,FALSE
"Olmedo Vega, 49, has lived in Agua Bonita from its earliest foundations. When we met him, Vega was taking part in a video letter exchange project with young people from Medellin, Colombia's second-largest city. “Some of the questions from these students were really difficult to answer,” he told us. “There are a lot of stigmas and negative attitudes against us as ex-FARC members. 'Terrorist' , 'murderer' , 'killer' , ' scumbag' … these are the words some people used to introduce me.”","Olmedo Vega | PERSON_NAME; Agua Bonita | LOCATION; Vega | PERSON_NAME; Medellin, Colombia | LOCATION; FARC | ORGANIZATION_NAME","Olmedo Vega | PERSON_NAME; Agua Bonita | LOCATION; Vega | PERSON_NAME; Medellin, Colombia | LOCATION; FARC | ORGANIZATION_NAME",FALSE
"But these days, Vega is proud to call himself a student too. One evening, during dinner, he asked us: “What did the arrival of an American astronaut on the Moon mean politically?”",Vega | PERSON_NAME; American | NATIONALITY_RELIGION_POLITICAL; Moon | LOCATION,Vega | PERSON_NAME; American | NATIONALITY_RELIGION_POLITICAL; Moon | LOCATION,FALSE
