text,old_entities,new_entities,is_updated
"In February, Iranian and Tajik officials also pledged to boost annual trade to $500m. As a landlocked nation, Tajikistan sees Iran's Chabahar and Bandar Abbas ports as critical to its ability to access the Gulf and the Arabian Sea.",February | DATE; Iranian | NATIONALITY_RELIGION_POLITICAL; Tajik | NATIONALITY_RELIGION_POLITICAL; $500 m | MONEY_CURRENCY; Tajikistan | LOCATION; Iran | LOCATION; Chabahar | LOCATION; Bandar Abbas | LOCATION; Gulf | LOCATION; Arabian Sea | LOCATION,February | DATE; Iranian | NATIONALITY_RELIGION_POLITICAL; Tajik | NATIONALITY_RELIGION_POLITICAL; $500m | MONEY_CURRENCY; Tajikistan | LOCATION; Iran | LOCATION; Chabahar | LOCATION; Bandar Abbas | LOCATION; Gulf | LOCATION; Arabian Sea | LOCATION,TRUE
The Afghanistan variable,Afghanistan | LOCATION,Afghanistan | LOCATION,FALSE
"The strengthening of ties, in particular defence cooperation, between Iran and Tajikistan comes with both countries concerned about insecurity in Taliban-ruled Afghanistan.",Iran | LOCATION; Tajikistan | LOCATION; Taliban | NATIONALITY_RELIGION_POLITICAL; Afghanistan | LOCATION,Iran | LOCATION; Tajikistan | LOCATION; Taliban | NATIONALITY_RELIGION_POLITICAL; Afghanistan | LOCATION,FALSE
"“Both Iran and Tajikistan have mutual security concerns in Afghanistan,” Omid Rahimi, a fellow at the Institute for Central Asia and Afghanistan Studies, told Al Jazeera. “Iran also defines stability and security in Tajikistan and Central Asia as its strategic interests. The northeast is the only safe area without a direct threat in the peripheral geography of Iran.”",Iran | LOCATION; Tajikistan | LOCATION; Afghanistan | LOCATION; Omid Rahimi | PERSON_NAME; Institute for Central Asia and Afghanistan Studies | ORGANIZATION_NAME; Al Jazeera | ORGANIZATION_NAME; Central Asia | LOCATION,Iran | LOCATION; Tajikistan | LOCATION; Afghanistan | LOCATION; Omid Rahimi | PERSON_NAME; Institute for Central Asia and Afghanistan Studies | ORGANIZATION_NAME; Al Jazeera | ORGANIZATION_NAME; Central Asia | LOCATION,FALSE
"Dushanbe wants to better defend Tajikistan from armed groups and clamp down on illegal border crossings into Tajikistan from Afghanistan and Kyrgyzstan. Shared fears about ISKP, the Central Asian branch of ISIL (ISIS), and other violent groups help explain why Iran is keen to increase security coordination with other states bordering Afghanistan.",Dushanbe | LOCATION; Tajikistan | LOCATION; Afghanistan | LOCATION; Kyrgyzstan | LOCATION; ISKP | ORGANIZATION_NAME; Central Asian | NATIONALITY_RELIGION_POLITICAL; ISIL | ORGANIZATION_NAME; ISIS | ORGANIZATION_NAME; Iran | LOCATION,Dushanbe | LOCATION; Tajikistan | LOCATION; Afghanistan | LOCATION; Kyrgyzstan | LOCATION; ISKP | ORGANIZATION_NAME; Central Asian | NATIONALITY_RELIGION_POLITICAL; ISIL | ORGANIZATION_NAME; ISIS | ORGANIZATION_NAME; Iran | LOCATION,FALSE
Yet Tehran and Dushanbe have taken different approaches to dealing with the Taliban.,Tehran | LOCATION; Dushanbe | LOCATION; Taliban | ORGANIZATION_NAME,Tehran | LOCATION; Dushanbe | LOCATION; Taliban | ORGANIZATION_NAME,FALSE
"“By accepting the current situation, Iran has realistically chosen not to confront the Taliban, but Tajikistan, from an ethnic point of view, has supported the Tajik resistance [in Afghanistan],” explained Rahimi. “Naturally, this concerns Iran and other countries, such as Uzbekistan or even Russia and China. At the same time, it should not be forgotten that Tajikistan also feels strongly threatened by Afghanistan and therefore prefers to keep an important and influential actor like Iran by its side.”",Iran | LOCATION; Taliban | ORGANIZATION_NAME; Tajikistan | LOCATION; Tajik | NATIONALITY_RELIGION_POLITICAL; Afghanistan | LOCATION; Rahimi | PERSON_NAME; Uzbekistan | LOCATION; Russia | LOCATION; China | LOCATION,Iran | LOCATION; Taliban | ORGANIZATION_NAME; Tajikistan | LOCATION; Tajik | NATIONALITY_RELIGION_POLITICAL; Afghanistan | LOCATION; Rahimi | PERSON_NAME; Uzbekistan | LOCATION; Russia | LOCATION; China | LOCATION,FALSE
[BELOW: do we mean armed hostilities here or a deterioration in relations?],,,FALSE
"If hostility later breaks out between Iran and the Taliban, Tehran might shift closer to Tajikistan's position.",Iran | LOCATION; Taliban | ORGANIZATION_NAME; Tehran | LOCATION; Tajikistan | LOCATION,Iran | LOCATION; Taliban | ORGANIZATION_NAME; Tehran | LOCATION; Tajikistan | LOCATION,FALSE
But Tehran can be expected to tread cautiously in relation to Afghanistan given Iran's border security concerns.,Tehran | LOCATION; Afghanistan | LOCATION; Iran | LOCATION,Tehran | LOCATION; Afghanistan | LOCATION; Iran | LOCATION,FALSE
"“There are officially around four million Afghans currently living in Iran, and the real number is estimated to be much higher than that. Iran sees them as a potential security threat as they can be infiltrated by pro-Taliban or pro-Qaeda sympathisers,” said Eldar Mamedov, a foreign policy adviser in the European Parliament, who spoke to Al Jazeera in a personal capacity.",Afghans | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; Taliban | ORGANIZATION_NAME; Qaeda | ORGANIZATION_NAME; Eldar Mamedov | PERSON_NAME; European Parliament | ORGANIZATION_NAME; Al Jazeera | ORGANIZATION_NAME,Afghans | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; pro-Taliban | NATIONALITY_RELIGION_POLITICAL; pro-Qaeda | NATIONALITY_RELIGION_POLITICAL; Eldar Mamedov | PERSON_NAME; European Parliament | ORGANIZATION_NAME; Al Jazeera | ORGANIZATION_NAME,TRUE
"“For that reason, Iran is very unlikely to move openly against the Taliban – and much less so as the [anti-Taliban] Panjsher resistance is not seen, at this moment, as having the potential to unseat the Taliban.”",Iran | LOCATION; Taliban | ORGANIZATION_NAME; Panjsher | LOCATION,Iran | LOCATION; Taliban | ORGANIZATION_NAME; anti-Taliban | NATIONALITY_RELIGION_POLITICAL; Panjsher | LOCATION,TRUE
Iran's regional competition,Iran | LOCATION,Iran | LOCATION,FALSE
GCC members' influence in Tajikistan is relevant to Tehran-Dushanbe relations.,GCC | ORGANIZATION_NAME; Tajikistan | LOCATION; Tehran | LOCATION; Dushanbe | LOCATION,GCC | ORGANIZATION_NAME; Tajikistan | LOCATION; Tehran | LOCATION; Dushanbe | LOCATION,FALSE
"“Rahmon seeks to manoeuvre between a variety of regional and global players, extracting the maximum benefits for his power. This is driven as much by geopolitics as by expectations of investments,” explained Mamedov. “Currently, Tajikistan's relations with Iran are on the mend, but Rahmon also courts the [GCC states] assiduously.”",Rahmon | PERSON_NAME; Mamedov | PERSON_NAME; Tajikistan | LOCATION; Iran | LOCATION; GCC | ORGANIZATION_NAME,Rahmon | PERSON_NAME; Mamedov | PERSON_NAME; Tajikistan | LOCATION; Iran | LOCATION; GCC | ORGANIZATION_NAME,FALSE
"Albeit not to a great extent, the Iranian-Saudi rivalry has affected Dushanbe.",Iranian | NATIONALITY_RELIGION_POLITICAL; Saudi | NATIONALITY_RELIGION_POLITICAL; Dushanbe | LOCATION,Iranian | NATIONALITY_RELIGION_POLITICAL; Saudi | NATIONALITY_RELIGION_POLITICAL; Dushanbe | LOCATION,FALSE
"While making inroads in Tajikistan and deepening defence cooperation with the country, Iran wants to counter Saudi influence in Dushanbe, which increased when relations were poor between Iran and Tajikistan.",Tajikistan | LOCATION; Iran | LOCATION; Saudi | NATIONALITY_RELIGION_POLITICAL; Dushanbe | LOCATION,Tajikistan | LOCATION; Iran | LOCATION; Saudi | NATIONALITY_RELIGION_POLITICAL; Dushanbe | LOCATION,FALSE
"“Riyadh took full advantage of the rupture and sought to leverage its financial muscle in investing in a number of economic and development projects in Tajikistan. This was pure geopolitical opportunism on the part of Riyadh, seeking to capitalise on the situation with the aim of deprivileging Iran's position as a key ally and investor in Tajikistan,” added Wastnidge.",Riyadh | LOCATION; Tajikistan | LOCATION; Iran | LOCATION; Wastnidge | PERSON_NAME,Riyadh | LOCATION; Tajikistan | LOCATION; Iran | LOCATION; Wastnidge | PERSON_NAME,FALSE
Turkish-Iranian competition in the region factors into the equation too.,Turkish | NATIONALITY_RELIGION_POLITICAL; Iranian | NATIONALITY_RELIGION_POLITICAL,Turkish | NATIONALITY_RELIGION_POLITICAL; Iranian | NATIONALITY_RELIGION_POLITICAL,FALSE
Turkey has already armed Azerbaijan with Bayraktar drones and has sold them to other central Asian states ; Iran likely sees its new factory in Dushanbe as part of an effort to compete with Ankara.,Turkey | LOCATION; Azerbaijan | LOCATION; Bayraktar | ORGANIZATION_NAME; Asian | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; Dushanbe | LOCATION; Ankara | LOCATION,Turkey | LOCATION; Azerbaijan | LOCATION; Bayraktar drones | BRAND; Asian | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; Dushanbe | LOCATION; Ankara | LOCATION,TRUE
"Tajikistan, a non-Turkic country that shares deep cultural and linguistic ties with Iran, is a part of central Asia where Tehran has advantages over Turkey, despite its drones being less advanced than the Bayraktars.",Tajikistan | LOCATION; Turkic | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; Asia | LOCATION; Tehran | LOCATION; Turkey | LOCATION; Bayraktars | BRAND,Tajikistan | LOCATION; non-Turkic | NATIONALITY_RELIGION_POLITICAL; Iran | LOCATION; central Asia | LOCATION; Tehran | LOCATION; Turkey | LOCATION; Bayraktars | BRAND,TRUE
"Considering Tajikistan's April 2021 border clash over water resources with Kyrgyzstan, Dushanbe could perhaps capitalise on Iran's competition with regional actors.",Tajikistan | LOCATION; April 2021 | DATE; Kyrgyzstan | LOCATION; Dushanbe | LOCATION; Iran | LOCATION,Tajikistan | LOCATION; April 2021 | DATE; Kyrgyzstan | LOCATION; Dushanbe | LOCATION; Iran | LOCATION,FALSE
"“Tajikistan was also interested in acquiring Turkish drones. However, Rahmon may be looking to diversify his regional ties to include Iran and play Iran and Turkey against each other to his advantage,” explained Mamedov. “That may prove useful as a hedging strategy as Tajikistan is mired in a conflict with Turkic Kyrgyzstan.”",Tajikistan | LOCATION; Turkish drones | BRAND; Rahmon | PERSON_NAME; Iran | LOCATION; Turkey | LOCATION; Mamedov | PERSON_NAME; Turkic | NATIONALITY_RELIGION_POLITICAL; Kyrgyzstan | LOCATION,Tajikistan | LOCATION; Turkish drones | BRAND; Rahmon | PERSON_NAME; Iran | LOCATION; Turkey | LOCATION; Mamedov | PERSON_NAME; Turkic | NATIONALITY_RELIGION_POLITICAL; Kyrgyzstan | LOCATION,FALSE
"Mullah Haibatullah Akhunzada, the reclusive supreme leader of the Taliban, has attended a major gathering of religious leaders and elders in Afghanistan's capital, Kabul.",Mullah Haibatullah Akhunzada | PERSON_NAME; Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION; Kabul | LOCATION,Mullah Haibatullah Akhunzada | PERSON_NAME; Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION; Kabul | LOCATION,FALSE
"More than 3,000 men were expected to attend the three-day gathering that started on Thursday in Kabul's Polytechnic University and is expected to rubber-stamp the Taliban's rule over Afghanistan.",Thursday | DATE; Kabul | LOCATION; Polytechnic University | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION,Thursday | DATE; Kabul | LOCATION; Polytechnic University | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION,FALSE
"The arrival on Friday of Akhunzada, who had not been filmed or photographed in public since the group returned to power in August last year, was broadcast on state radio. Cheers and chants, including “Long live the Islamic Emirate of Afghanistan”, the Taliban's name for the country, were heard.",Friday | DATE; Akhunzada | PERSON_NAME; August | DATE; Islamic Emirate of Afghanistan | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME,Friday | DATE; Akhunzada | PERSON_NAME; August | DATE; Islamic Emirate of Afghanistan | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME,FALSE
"“The success of the Afghan jihad is not only a source of pride for Afghans but also for Muslims all over the world,” Akhunzada said in a speech, according to state-run Bakhtar News Agency, using the Arabic word signifying a spiritual struggle.",Afghan | NATIONALITY_RELIGION_POLITICAL; Afghans | NATIONALITY_RELIGION_POLITICAL; Muslims | NATIONALITY_RELIGION_POLITICAL; Akhunzada | PERSON_NAME; Bakhtar News Agency | ORGANIZATION_NAME; Arabic | NATIONALITY_RELIGION_POLITICAL,Afghan | NATIONALITY_RELIGION_POLITICAL; Afghans | NATIONALITY_RELIGION_POLITICAL; Muslims | NATIONALITY_RELIGION_POLITICAL; Akhunzada | PERSON_NAME; Bakhtar News Agency | ORGANIZATION_NAME; Arabic | NATIONALITY_RELIGION_POLITICAL,FALSE
He also reportedly said the world should stop telling the Taliban how to run the country.,Taliban | ORGANIZATION_NAME,Taliban | ORGANIZATION_NAME,FALSE
"“Why is the world interfering in our affairs?” he was quoted as saying. “They say 'why don' t you do this, why don 't you do that?' Why does the world interfere in our work?”",,,FALSE
"Akhunzada also offered prayers for the victims of a powerful earthquake last month that killed more than 1,000 people in the country's east.",Akhunzada | PERSON_NAME,Akhunzada | PERSON_NAME,FALSE
The appearance of Akhunzada had been rumoured for days – although media were barred from covering the event.,Akhunzada | PERSON_NAME,Akhunzada | PERSON_NAME,FALSE
"Akhunzada, who is believed to be in his 70s and bears the title “Commander of the Faithful,” rarely leaves Kandahar, the Taliban's birthplace and spiritual heartland. Apart from one undated photograph and several audio recordings of speeches, he has almost no digital footprint.",Akhunzada | PERSON_NAME; Kandahar | LOCATION; Taliban | ORGANIZATION_NAME,Akhunzada | PERSON_NAME; Kandahar | LOCATION; Taliban | ORGANIZATION_NAME,FALSE
"The leader's presence raised the security alert. On Thursday, two gunmen were shot dead near the venue. Officials said the two started firing from a rooftop but were “quickly eliminated by mujahideen with the help of Allah the almighty”.",Thursday | DATE; mujahideen | ORGANIZATION_NAME; Allah | PERSON_NAME,Thursday | DATE; mujahideen | ORGANIZATION_NAME,TRUE
"Women were not allowed to take part in the meeting, although media reports suggest the reopening of girls' schools will be discussed.",,,FALSE
"Deputy Prime Minister Abdul Salam Hanafi told state broadcaster RTA on Wednesday that male delegates would represent women. “When their sons are in the gathering it means that they are also involved,” he said.",Abdul Salam Hanafi | PERSON_NAME; RTA | ORGANIZATION_NAME; Wednesday | DATE,Abdul Salam Hanafi | PERSON_NAME; RTA | ORGANIZATION_NAME; Wednesday | DATE,FALSE
"Habiba Sarabi, who in 2005 became the first woman to become a governor of an Afghan province, told Al Jazeera the Taliban's “mindset is that women should stay at home.”",Habiba Sarabi | PERSON_NAME; 2005 | DATE; Afghan | NATIONALITY_RELIGION_POLITICAL; Al Jazeera | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME,Habiba Sarabi | PERSON_NAME; 2005 | DATE; Afghan | NATIONALITY_RELIGION_POLITICAL; Al Jazeera | ORGANIZATION_NAME; Taliban | ORGANIZATION_NAME,FALSE
"“They don't believe in human rights and that's why no woman was invited inside the Loya Jirga,” the former governor said.",Loya Jirga | ORGANIZATION_NAME,Loya Jirga | ORGANIZATION_NAME,FALSE
Political analyst Lutfullah Lutf said the gathering failed to represent diverse political opinions and that the decision for women to be excluded “speaks for the ideology of the Taliban.”,Lutfullah Lutf | PERSON_NAME; Taliban | ORGANIZATION_NAME,Lutfullah Lutf | PERSON_NAME; Taliban | ORGANIZATION_NAME,FALSE
"The fact that the group is excluding them from the political sphere is “saddening in a nation where 50 percent of the population are women,” Lutf told Al Jazeera.",Lutf | PERSON_NAME; Al Jazeera | ORGANIZATION_NAME,Lutf | PERSON_NAME; Al Jazeera | ORGANIZATION_NAME,FALSE
The Taliban has kept a complete lock on decision-making since taking over the country and touted the gathering as a forum to hear a range of voices on issues facing Afghanistan.,Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION,Taliban | ORGANIZATION_NAME; Afghanistan | LOCATION,FALSE
"Deputy Taliban chief and acting Interior Minister Sirajuddin Haqqani also addressed the meeting on Friday, saying the world was demanding inclusive government and education, and the issues needed time.",Taliban | ORGANIZATION_NAME; Sirajuddin Haqqani | PERSON_NAME; Friday | DATE,Taliban | ORGANIZATION_NAME; Sirajuddin Haqqani | PERSON_NAME; Friday | DATE,FALSE
"“This gathering is about trust, interaction, we are here to make our future according to Islam and to national interests,” he said.",Islam | NATIONALITY_RELIGION_POLITICAL,Islam | NATIONALITY_RELIGION_POLITICAL,FALSE
"The Taliban notably did not call the gathering a Loya Jirga – a traditional Afghan way for local leaders to have their grievances heard by rulers – instead titling it “the Great Conference of Ulema”, the term in Islam for religious scholars and clerics.",Taliban | ORGANIZATION_NAME; Loya Jirga | ORGANIZATION_NAME; Afghan | NATIONALITY_RELIGION_POLITICAL; Great Conference of Ulema | MISCELLANEOUS; Islam | NATIONALITY_RELIGION_POLITICAL,Taliban | ORGANIZATION_NAME; Loya Jirga | ORGANIZATION_NAME; Afghan | NATIONALITY_RELIGION_POLITICAL; Great Conference of Ulema | MISCELLANEOUS; Islam | NATIONALITY_RELIGION_POLITICAL,FALSE
The meeting comes as finance and central bank officials from the Taliban-led government are meeting US officials in Qatar to discuss economic and aid issues following the June 22 earthquake.,Taliban | ORGANIZATION_NAME; US | ORGANIZATION_NAME; Qatar | LOCATION; June 22 | DATE,Taliban | ORGANIZATION_NAME; US | ORGANIZATION_NAME; Qatar | LOCATION; June 22 | DATE,FALSE
"Overstretched aid groups already keeping millions of Afghans alive rushed supplies to the quake victims, but most countries responded tepidly to Taliban calls for international help.",Afghans | NATIONALITY_RELIGION_POLITICAL; Taliban | ORGANIZATION_NAME,Afghans | NATIONALITY_RELIGION_POLITICAL; Taliban | ORGANIZATION_NAME,FALSE
The international cut-off of Afghanistan's financing has deepened the country's economic collapse and fuelled its humanitarian crises. Millions in the country rely on international aid to have enough food to live.,Afghanistan | LOCATION,Afghanistan | LOCATION,FALSE
Who is Haibatullah Akhunzada?,Haibatullah Akhunzada | PERSON_NAME,Haibatullah Akhunzada | PERSON_NAME,FALSE
"Akhunzada rose from a low profile to leader of the Taliban in a swift transition of power after a 2016 US drone strike killed his predecessor, Mullah Akhtar Mansoor.",Akhunzada | PERSON_NAME; Taliban | ORGANIZATION_NAME; 2016 | DATE; US | LOCATION; Mullah Akhtar Mansoor | PERSON_NAME,Akhunzada | PERSON_NAME; Taliban | ORGANIZATION_NAME; 2016 | DATE; US | LOCATION; Mullah Akhtar Mansoor | PERSON_NAME,FALSE
"As the Taliban movement unveiled its interim government in September, after US-led foreign forces withdrew and a US-backed government collapsed, Akhunzada retained the role he has held since 2016 of supreme leader, the group's ultimate authority.",Taliban | ORGANIZATION_NAME; September | DATE; US | ORGANIZATION_NAME; Akhunzada | PERSON_NAME; 2016 | DATE,Taliban | ORGANIZATION_NAME; September | DATE; US | ORGANIZATION_NAME; Akhunzada | PERSON_NAME; 2016 | DATE,FALSE
"Earlier this year, the Taliban's supreme leader banned girls after sixth grade from attending school and issued a decree requiring women in public to cover themselves completely, except for their eyes.",Taliban | ORGANIZATION_NAME,Taliban | ORGANIZATION_NAME,FALSE
"After a gap of two years due to the coronavirus pandemic, a 43-day Hindu pilgrimage has begun in Indian-administered Kashmir amid unprecedented security arrangements.",coronavirus | MISCELLANEOUS; Hindu | NATIONALITY_RELIGION_POLITICAL; Indian | NATIONALITY_RELIGION_POLITICAL; Kashmir | LOCATION,coronavirus | MISCELLANEOUS; Hindu | NATIONALITY_RELIGION_POLITICAL; Indian | NATIONALITY_RELIGION_POLITICAL; Kashmir | LOCATION,FALSE
"The 350 km (220 mile) trek starting on Thursday to an ice stalagmite in a cave in the Himalayas – representing the Hindu god Shiva – passes through mountains, meadows and forests, and is dotted with sand-bagged security bunkers, sharpshooters and drones.",Thursday | DATE; Himalayas | LOCATION; Hindu | NATIONALITY_RELIGION_POLITICAL,Thursday | DATE; Himalayas | LOCATION; Hindu | NATIONALITY_RELIGION_POLITICAL,FALSE
"The government estimates a record one million Hindus from all over India will join this year's Amarnath Yatra, as the pilgrimage to the cave at 3,900 metres (12,800 feet) is called.",Hindus | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; Amarnath Yatra | MISCELLANEOUS,Hindus | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; Amarnath Yatra | MISCELLANEOUS,FALSE
"The cave, located north of Pahalgam, a famous tourist resort in Anantnag district, and south of Zojila pass in Ganderbal district that connects Kashmir to Ladakh, is accessed by the pilgrims through both the routes.",Pahalgam | LOCATION; Anantnag | LOCATION; Zojila | LOCATION; Ganderbal | LOCATION; Kashmir | LOCATION; Ladakh | LOCATION,Pahalgam | LOCATION; Anantnag | LOCATION; Zojila | LOCATION; Ganderbal | LOCATION; Kashmir | LOCATION; Ladakh | LOCATION,FALSE
"The pilgrimage is taking place amid tensions in the disputed region which has recently been rattled by a spate of targeted attacks on local Hindus, known as Pandits, and non-residents from other parts of India.",Hindus | NATIONALITY_RELIGION_POLITICAL; Pandits | NATIONALITY_RELIGION_POLITICAL; India | LOCATION,Hindus | NATIONALITY_RELIGION_POLITICAL; Pandits | NATIONALITY_RELIGION_POLITICAL; India | LOCATION,FALSE
"In the last three years, at least 23 Hindus have been killed in suspected rebel attacks, seven of them in the last six months.",Hindus | NATIONALITY_RELIGION_POLITICAL,Hindus | NATIONALITY_RELIGION_POLITICAL,FALSE
"In response, the Indian forces have intensified their counterinsurgency operations, killing more than 100 suspected rebels this year, nearly 30 in this month alone.",Indian | NATIONALITY_RELIGION_POLITICAL,Indian | NATIONALITY_RELIGION_POLITICAL,FALSE
"The last Amarnath pilgrimage was cut short on August 5, 2019, the day Prime Minister Narendra Modi's government stripped the region of its limited autonomy and brought it under New Delhi's direct control, triggering the current wave of anger and violence in the valley.","Amarnath | MISCELLANEOUS; August 5, 2019 | DATE; Narendra Modi | PERSON_NAME; New Delhi | LOCATION","Amarnath | MISCELLANEOUS; August 5, 2019 | DATE; Narendra Modi | PERSON_NAME; New Delhi | LOCATION",FALSE
"For 75 years, Kashmir has been at the heart of tensions between India and Pakistan who rule over parts of the Himalayan region but claim in its entirety. The two nuclear powers have fought two of their three full-scale wars over the territory.",Kashmir | LOCATION; India | LOCATION; Pakistan | LOCATION; Himalayan | NATIONALITY_RELIGION_POLITICAL,Kashmir | LOCATION; India | LOCATION; Pakistan | LOCATION; Himalayan | NATIONALITY_RELIGION_POLITICAL,FALSE
