text,old_entities,new_entities,is_updated
"Maria heats up the oven and pours oil in the hot pan. Chopped onion, garlic and eggplant are fried some five minutes. Then, the pre-cooked octopus is added, together with large quantities of Seychellois masala-which includes entire cinnamon leaves-and false saffron (turmeric) powder. As this mix seems to get burned at the bottom of the pan, the coco milk is softly added. The dish is seasoned with salt and coarsely chopped chilli before it is left to cook another 10-15 minutes under constant stirring.",Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
You can find the detailed recipe for Maria's traditional octopus curry here.,Maria | PERSON_NAME,Maria | PERSON_NAME,FALSE
"Besides the octopus, a typical Creole chutney is appropriate, providing for a lighter and fresher taste to go with the heavy octopus curry.",Creole | NATIONALITY_RELIGION_POLITICAL,Creole | NATIONALITY_RELIGION_POLITICAL,FALSE
"Maria quickly makes an indigenous papaya chutney, using papayas that are still hard. The papayas are grated and an onion cut into fine slices, to be given a 30 minutes water bath to soften. She adds fresh lemon before the ""salad"" is put into a hot pan or wok with oil for a few minutes, under further addition of lemon juice. The chutney now only needs getting cold and some freshly chopped chilli before being served.",Maria | PERSON_NAME,Maria | PERSON_NAME,FALSE
"Traditionally, boiled breadfruit is served along with the octopus curry. Breadfruit could easily be exchanged with potatoes, if you want to copy the dish.",,,FALSE
"Maria reveals that, as with many other traditional dishes, breadfruit is no longer ""in"" among Seychellois youth. Typically, locals",Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
"now prefer imported rice along with dishes such as octopus curry. In up-market hotel kitchens, which usually serve a modern ""fusion"" of Creole and French cuisine, one unfortunately does not find the breadfruit at all.",Creole | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL,Creole | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL,FALSE
"""Fusion"" is a modern name for something old. Indeed, the traditional Seychellois cuisine is already a fusion between ancient French cooking techniques, tropical ingredients and strong influences from India and mainland Africa.",Seychellois | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; Africa | LOCATION,Seychellois | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; Africa | LOCATION,FALSE
"And this ""traditional fusion"" served by Maria is a delight-maybe not for the eye but for the mouth and stomach. It is a cascade of open and hidden flavours and could best be described in the way quality wines are described. And as is common with traditional cuisine, there is always more in the pot and it is difficult to stop eating before you get too stuffed.",Maria | PERSON_NAME,Maria | PERSON_NAME,FALSE
Fast food the Seychellois way,Seychellois | NATIONALITY_RELIGION_POLITICAL,Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
"While Maria complains about the degenerated cooking habits of Seychellois youngsters, one will be surprised to find that traditional cooking has found its way into local fast food.",Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,Maria | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
"Indeed, dishes similar to Maria's octopus curry are found in a modern wrapping out in the streets in Seychelles, for example as an octopus kebab or stews. On Mahé's popular Beau Vallon beach, for example, mostly elderly women bring their home cooked curry-of varying quality-to the market, served in heated pita breads along other traditional dishes such as grilled fish. Here, chilli is optional, having in mind tourist palates.",Maria | PERSON_NAME; Seychelles | LOCATION; Mahé's | LOCATION; Beau Vallon | LOCATION,Maria | PERSON_NAME; Seychelles | LOCATION; Mahé's | LOCATION; Beau Vallon beach | FACILITY,TRUE
"In ordinary Seychellois restaurants, elaborate traditional dishes such as the octopus curry are difficult to find, and even at Maria's Rock Café you would need to order it the day before.",Seychellois | NATIONALITY_RELIGION_POLITICAL; Maria's Rock Café | FACILITY,Seychellois | NATIONALITY_RELIGION_POLITICAL; Maria's Rock Café | FACILITY,FALSE
"Fish, fish and more fish",,,FALSE
A home-cooked octopus curry kebab served at Beau Vallon Beach,Beau Vallon Beach | LOCATION,Beau Vallon Beach | FACILITY,TRUE
A home-cooked octopus curry kebab served at Beau Vallon Beach,Beau Vallon Beach | LOCATION,Beau Vallon Beach | FACILITY,TRUE
© Rainer Chr Hennig / afrol News,Rainer Chr Hennig | PERSON_NAME; afrol News | ORGANIZATION_NAME,Rainer Chr Hennig | PERSON_NAME; afrol News | ORGANIZATION_NAME,FALSE
"Lucky then, that the most common traditional dish, grilled fish, is both tasty and quickly made, being available at any restaurant. Jean Baptist, for example managed to found his famous Chez Batista restaurant and lodge at wonderful Takamaka Beach on southern Mahé from the revenues he made from grilling fresh fish on the beach. This is still Mr Baptist's speciality.",Jean Baptist | PERSON_NAME; Chez Batista | ORGANIZATION_NAME; Takamaka Beach | LOCATION; Mahé | LOCATION; Baptist | PERSON_NAME,Jean Baptist | PERSON_NAME; Chez Batista | ORGANIZATION_NAME; Takamaka Beach | FACILITY; Mahé | LOCATION; Baptist | PERSON_NAME,TRUE
"As with tropical spices and vegetables, Seychelles is blessed with an unlimited access to fresh fish and seafood. The lively Victoria market especially on Saturdays gives a glimpse of the large variety of fish available ; from the cheap and everyday-dish bonito, via tuna, barracuda and shark to the more exclusive grouper, red snapper and sailfish, typically served as a Sunday dish but now mostly reserved for the tourism industry.",Seychelles | LOCATION; Victoria | LOCATION; Saturdays | DATE; Sunday | DATE,Seychelles | LOCATION; Victoria | LOCATION; Saturdays | DATE; Sunday | DATE,FALSE
"Fish is not only grilled. A pleasant surprise is the use of locally smoked fish in many salads or even paninis. In traditional cooking, the salad may be spicy. In modern cooking, as represented in many hotel restaurants, spices have been exchanged with imported ingredients and presentation is king. Both ways are delicious.",,,FALSE
"Most visitors to Seychelles see little to traditional cooking but nevertheless get a taste for modern Creole cuisine through so-called ""fusion"" now being so popular in most kitchens designed for tourists.",Seychelles | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL,Seychelles | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL,FALSE
The fusioner,,,FALSE
"Ulric Denis is a good representative for this new Seychellois kitchen. He takes great pride in being a Seychellois, in his small nation's rich traditions and in the many local, fresh ingredients in Seychelles. His mother taught him the basics of Seychellois cooking.",Ulric Denis | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL; Seychelles | LOCATION,Ulric Denis | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL; Seychelles | LOCATION,FALSE
"But Mr Denis, who has worked his way up to become chef de cuisine at the a la carte restaurant at the prestigious Meridien Hotel at Bel Ombre, Mahé, has most of his formal cooking education from France. Uniting traditional Creole dishes and flavours with French techniques and presentation, Mr Denis is among the pioneers of the archipelago's new cuisine.","Denis | PERSON_NAME; Meridien Hotel at Bel Ombre, Mahé | LOCATION; France | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL",Denis | PERSON_NAME; Meridien Hotel at Bel Ombre | FACILITY; Mahé | LOCATION; France | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL; French | NATIONALITY_RELIGION_POLITICAL,TRUE
"In his modern, tidy and streamlined kitchen at Le Meridien, Mr Denis shows his qualities as a wizard, conjuring a delicious fusion meal in a matter of minutes. OK, Mr Denis uses bottled coconut milk and has his pre-packed fish delivered twice a week, always available in the fridge. But efficiency is needed to serve hundreds of guests freshly made meals only minutes after they order.",Le Meridien | ORGANIZATION_NAME; Denis | PERSON_NAME,Le Meridien | ORGANIZATION_NAME; Denis | PERSON_NAME,FALSE
"Mr Denis cuts the red snapper fillets-one of the most delicious fishes you find in Seychelles-into small cubes. He chops fresh herbs-basil and mint-and onion. Garlic and fresh turmeric are quested into a mass. A medium hot pan with much oil is host to the fish cubes for less than a minute. Then, the oil is temporarily removed from the pan to fry the ginger-garlic mass together with the herbs and masala powder. Coconut milk is added before the oil and then the fish is put back in again.",Denis | PERSON_NAME; Seychelles | LOCATION,Denis | PERSON_NAME; Seychelles | LOCATION,FALSE
Cook on low heat for some five minutes. And voilá-the red snapper curry is done! You can find the detailed recipe here.,,,FALSE
"The whole process takes less than ten minutes. The curry fusion is served with rice-breadfruit is not available-and chilli is optionally added in small quantities at the last moment. ""Chilli is the last ingredient that you add, or it will become bitter,"" Mr Denis emphasises. Also, "" too much chilli, as is common in Seychelles, disguises",Denis | PERSON_NAME; Seychelles | LOCATION,Denis | PERSON_NAME; Seychelles | LOCATION,FALSE
"the other flavours, "" he holds. Not without reason, it turns out.",,,FALSE
"What seemed so simple immediately reveals itself as a delicate dish with one layer of flavours after the other appearing as the taste matures in the mouth. ""Yes, it looks easy,"" Mr Denis smiles, ""but you need to be perfecting the balance of flavours,"" he reveals. Nevertheless, the dish is easy to copy, to cook and to personalise.",Denis | PERSON_NAME,Denis | PERSON_NAME,FALSE
"The ""fusion"" cuisine is widespread in Seychelles, with Mr Denis being a good representative able to make an international version with a truly Seychellois base, resulting in an exciting experience. No doubt, Mr Denis's deep roots in Seychelles and his mother's kitchen assure a result that is still very much Seychellois.",Seychelles | LOCATION; Denis | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,Seychelles | LOCATION; Denis | PERSON_NAME; Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
"Most of the many French chefs on the archipelago are not that successful in their attempts of making a ""fusion"" .",French | NATIONALITY_RELIGION_POLITICAL,French | NATIONALITY_RELIGION_POLITICAL,FALSE
"Indeed, at the most exclusive resorts, what is served as ""fusion"" is often international cuisine-of course delightful and wonderfully presented-with only a tiny touch of Seychelles, if at all. Even ingredients are often flown in from abroad, despite the fact that Seychelles indeed is a paradise when it comes to fresh and tasteful quality ingredients.",Seychelles | LOCATION,Seychelles | LOCATION,FALSE
Paradise assessed,,,FALSE
"""Paradise"" is the word most often used by the Seychellois to describe their archipelago, and of course they proudly hold their kitchen to be paradise's own cuisine. Their argument is strong, with the abundance of fresh tropical ingredients to be harvested everywhere and ""the best of three continents"" mixed into a unique Creole flavour.",Seychellois | NATIONALITY_RELIGION_POLITICAL; Creole | NATIONALITY_RELIGION_POLITICAL,Seychellois | NATIONALITY_RELIGION_POLITICAL; Creole | NATIONALITY_RELIGION_POLITICAL,FALSE
"Even at Maria's, her Italian husband makes sure to tell every visitor they live in paradise. In Maria's kitchen, abundant quantities of garlic and less known spices such as cinnamon leaves and odd-shaped chillies promised a delicious meal. Maria tells me how most of these spices are picked in her mother's garden, while some are weeds found anywhere.",Maria | PERSON_NAME; Italian | NATIONALITY_RELIGION_POLITICAL,Maria | PERSON_NAME; Italian | NATIONALITY_RELIGION_POLITICAL,FALSE
"""The garlic,"" I ask, ""is it also home-grown?"" I had noted the wide use of this favourite spice in Seychellois cooking.",Seychellois | NATIONALITY_RELIGION_POLITICAL,Seychellois | NATIONALITY_RELIGION_POLITICAL,FALSE
"""No, it is imported,"" Maria answers. Finally, I am also able to brag, noting that I grow large quantities of garlic in my garden, noting a small surprised envy in her face. ""Hah,"" I think, ""finally I have proven that Seychelles cannot be paradise. Paradise without garlic-impossible!""",Maria | PERSON_NAME; Seychelles | LOCATION,Maria | PERSON_NAME; Seychelles | LOCATION,FALSE
Facts for Seychelles visitors,Seychelles | LOCATION,Seychelles | LOCATION,FALSE
"The Victoria market is held every morning in the capital's centre, close to the bus station. It is especially lively on Saturday mornings, especially between 9: 00 and noon, when locals from all Mahé island flock together to buy fresh products, meet old friends and gossip. The market on Saturdays has also developed into Victoria's greatest tourist attraction and is a perfect place to learn about local products, buy quality food and visit artisan shops and local cafes and restaurants. Visitors will be surprised by the over 20 types of mangos, around 26 types of bananas, more then ten types of chilli, varieties of local fish, and so on, also providing fantastic photo opportunities.",Victoria | LOCATION; Saturday | DATE; Mahé | LOCATION; Saturdays | DATE,Victoria | LOCATION; Saturday | DATE; Mahé island| LOCATION; Saturdays | DATE,TRUE
"Maria's Rock Café is located a ten minute's walk from the Anse Gouvernement beach, Baie Lazare, south on Mahé island. The exotic restaurant provides a very personalised service, mainly serving fresh prawns, meat, fish and chicken for self-frying on hot lava stones. Creole sauces, rice and salads are included in th",Maria's Rock Café | FACILITY; Anse Gouvernement | LOCATION; Baie Lazare | LOCATION; Mahé island | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL,Maria's Rock Café | FACILITY; Anse Gouvernement beach | FACILITY; Baie Lazare | LOCATION; Mahé island | LOCATION; Creole | NATIONALITY_RELIGION_POLITICAL,TRUE
"A good grilled fish is always appreciated by the Seychellois, as this red snapper served at the Sunset Beach Hotel on Mahée very reasonable price. Larger groups or people wanting special dishes such as octopus curry should order one day in advance at tel + 248-361812.",Seychellois | NATIONALITY_RELIGION_POLITICAL; Sunset Beach Hotel | LOCATION; Mahée | LOCATION,Seychellois | NATIONALITY_RELIGION_POLITICAL; Sunset Beach Hotel | LOCATION; Mahée | LOCATION,FALSE
"The Rock Café also houses the obscure pirate home of Maria's Italian husband Antonio Felice Filippin, a very eccentric artist, which is open to the public and designed to surprise even experienced globetrotters.",Rock Café | FACILITY; Maria | PERSON_NAME; Italian | NATIONALITY_RELIGION_POLITICAL; Antonio Felice Filippin | PERSON_NAME,Rock Café | FACILITY; Maria | PERSON_NAME; Italian | NATIONALITY_RELIGION_POLITICAL; Antonio Felice Filippin | PERSON_NAME,FALSE
"The Beau Vallon beach market, which is also called the Bazar Labrin, is held every Wednesday evening, from 16: 00 to 22: 00, and is a magnificent opportunity to experience local cooking at low prices. Here, octopus curry kebabs are sold at rupee 40, and other dishes, including grilled fish, are even cheaper. If you want a beer along with the food, you need to bring it yourself. The Bazar Labrin also offers genuinely local music and artisan products and can be highly recommended. At the same site, home made fast foods are sold in a smaller scale every afternoon.",Beau Vallon | LOCATION; Bazar Labrin | MISCELLANEOUS; Wednesday | MISCELLANEOUS; rupee 40 | MONEY_CURRENCY,Beau Vallon beach market | FACILITY; Bazar Labrin | MISCELLANEOUS; Wednesday | DATE; rupee 40 | MONEY_CURRENCY,TRUE
"Chez Batista is the best choice to experience Creole grilled fish south on Mahé island. As the only lodge and restaurant in idyllic Takamaka Bay, owner Jean Baptist serves fresh fish grilled directly at the beach every day, with the large Sunday buffet being a highlight. Price levels are reasonable, also for the lodge.",Chez Batista | ORGANIZATION_NAME; Creole | NATIONALITY_RELIGION_POLITICAL; Mahé | LOCATION; Takamaka Bay | LOCATION; Jean Baptist | PERSON_NAME; Sunday | DATE,Chez Batista | ORGANIZATION_NAME; Creole | NATIONALITY_RELIGION_POLITICAL; Mahé | LOCATION; Takamaka Bay | LOCATION; Jean Baptist | PERSON_NAME; Sunday | DATE,FALSE
"Le Meridien is among the most prestigious hotels on Mahé island, with roots back to the 1940s. Located in Bel Ombre in northern Mahé, the French-owned hotel has mostly Seychellois staff. The a la carte restaurant run by executive chef Ulric Denis is pricy, in a delightful, luxurious but somewhat impersonal surrounding and can offer some of the island's best examples of modern cooking with a true Seychellois taste.",Le Meridien | FACILITY; Mahé | LOCATION; 1940 | DATE; Bel Ombre | LOCATION; French | NATIONALITY_RELIGION_POLITICAL; Seychellois | NATIONALITY_RELIGION_POLITICAL; Ulric Denis | PERSON_NAME,Le Meridien | FACILITY; Mahé | LOCATION; 1940 | DATE; Bel Ombre | LOCATION; French | NATIONALITY_RELIGION_POLITICAL; Seychellois | NATIONALITY_RELIGION_POLITICAL; Ulric Denis | PERSON_NAME,FALSE
"afrol News, 5 February-Central African President François Bozizé officially has been re-elected with 66 percent of the vote. But the opposition candidates are now joining forces to file a complaint over election fraud.",afrol News | ORGANIZATION_NAME; 5 February | DATE; Central African | NATIONALITY_RELIGION_POLITICAL; François Bozizé | PERSON_NAME,afrol News | ORGANIZATION_NAME; 5 February | DATE; Central African | NATIONALITY_RELIGION_POLITICAL; François Bozizé | PERSON_NAME,FALSE
"The electoral commission of the Central African Republic already on Wednesday announced that incumbent President Bozizé had won the presidential elections outright in 23 January first round. Mr Bozizé had gained 66.06 percent, or a total of 607,184 votes in the poll, it was officially stated.",Central African Republic | LOCATION; Wednesday | DATE; Bozizé | PERSON_NAME; 23 January | DATE,electoral commission of the Central African Republic | ORGANIZATION_NAME; Wednesday | DATE; Bozizé | PERSON_NAME; 23 January | DATE,TRUE
"Despite a very poor voter turnout-only at 54 percent-President Bozizé therefore would not have to face a candidate in a run-off election, it was concluded.",Bozizé | PERSON_NAME,Bozizé | PERSON_NAME,FALSE
"The opposition had polled poorly at the presidential election. Ex-President Ange-Félix Patassé, who was toppled by general Bozizé in a 2003 coup, had only achieved 20.10 percent of the votes, according to the electoral commission. Mr Patassé's former Prime Minister Martin Ziguélé came third, with a modest 6.46 percent of the vote.",Ange-Félix Patassé | PERSON_NAME; Bozizé | PERSON_NAME; 2003 | DATE; Patassé's | PERSON_NAME; Martin Ziguélé | PERSON_NAME,Ange-Félix Patassé | PERSON_NAME; Bozizé | PERSON_NAME; 2003 | DATE; Patassé's | PERSON_NAME; Martin Ziguélé | PERSON_NAME,FALSE
"Soon after the announcement, ex-President Patassé told the press that he believed the results to be manipulated by the electoral commission, which, according to him, always was favouring President Bozizé.",Patassé | PERSON_NAME; Bozizé | PERSON_NAME,Patassé | PERSON_NAME; Bozizé | PERSON_NAME,FALSE
"The result, the ex-President claimed, were suspiciously close to the 2005 presidential elections, in which General Bozizé had legitimised his military coup by being elected in a poll generally described as imperfect.",2005 | DATE; Bozizé | PERSON_NAME,2005 | DATE; Bozizé | PERSON_NAME,FALSE
"With the Central African opposition hopelessly split before the elections, the ""suspicious"" re-election of President Bozizé has served to unite it. Ex-Prime Minister Ziguélé yesterday announced he had ""reached reconciliation"" with Mr Patassé and that the two opposition leaders would unite to fight the official election result.",Central African | NATIONALITY_RELIGION_POLITICAL; Bozizé | PERSON_NAME; Ziguélé | PERSON_NAME; Patassé | PERSON_NAME,Central African | NATIONALITY_RELIGION_POLITICAL; Bozizé | PERSON_NAME; Ziguélé | PERSON_NAME; Patassé | PERSON_NAME,FALSE
"The two men now plan to file an official complaint with the Constitutional Court in Bangui, hoping to document that the poll results were manipulated by the electoral commission. The Court within two weeks must state whether it confirms or declines the results presented by the electoral commission.",Bangui | LOCATION,Bangui | LOCATION,FALSE
"The Central African government has reacted sourly to the complaints filed by the two opposition leaders, calling them ""bad losers"" and holding they were promoting ""selfish interests"" instead of the interests of the nation.",Central African | NATIONALITY_RELIGION_POLITICAL,Central African | NATIONALITY_RELIGION_POLITICAL,FALSE
"Observers give the complaint little chances. There were few observers out to document possible fraud during the electoral process, and there have so far been very few credible reports of serious irregularities, despite most people believing they have happened.",,,FALSE
"The opposition's poor election results indeed could be a reflection of the popular will. While President Bozizé is neither popular nor able to bring the nation forward, the alternative could have appeared even worse for Central African voters.",Bozizé | PERSON_NAME; Central African | NATIONALITY_RELIGION_POLITICAL,Bozizé | PERSON_NAME; Central African | NATIONALITY_RELIGION_POLITICAL,FALSE
"Under the relatively democratic rule of President Patassé and PM Ziguélé, economic stability and the security situation was even worse than under the current authoritarian leader. Most Central Africans will remember the Patassé era as times of warfare, strikes and chaos, which inevitably led to a military coup.",Patassé | PERSON_NAME; Ziguélé | PERSON_NAME; Central Africans | NATIONALITY_RELIGION_POLITICAL,Patassé | PERSON_NAME; Ziguélé | PERSON_NAME; Central Africans | NATIONALITY_RELIGION_POLITICAL,FALSE
"afrol News, 26 March-It is called ""financial inclusion"" , and it is a key government policy in Rwanda. The goal is that, by 2020, 90 percent of the population is to have and actively use bank accounts. And in only four years, financial inclusion has doubled in Rwanda.",afrol News | ORGANIZATION_NAME; 26 March | DATE; Rwanda | LOCATION; 2020 | DATE,afrol News | ORGANIZATION_NAME; 26 March | DATE; Rwanda | LOCATION; 2020 | DATE,FALSE
"The Rwandan government has set a target of 90 percent financial inclusion by 2020 and the evidence of progress toward this goal is everywhere, according to World Bank research analyst Douglas Randall, who is ""impressed by the financial inclusion landscape in this country.""",Rwandan | NATIONALITY_RELIGION_POLITICAL; 2020 | DATE; World Bank | ORGANIZATION_NAME; Douglas Randall | PERSON_NAME,Rwandan | NATIONALITY_RELIGION_POLITICAL; 2020 | DATE; World Bank | ORGANIZATION_NAME; Douglas Randall | PERSON_NAME,FALSE
"Advertisements for mobile-money products are painted and plastered onto almost every available surface in Rwanda. And, if you know what to look for, it does not take long to spot an Umurenge Savings and Credit Cooperative (Umurenge SACCO)-Rwanda's signature financial inclusion initiative.",Rwanda | LOCATION; Umurenge Savings and Credit Cooperative | ORGANIZATION_NAME; Umurenge SACCO | ORGANIZATION_NAME,Rwanda | LOCATION; Umurenge Savings and Credit Cooperative | ORGANIZATION_NAME; Umurenge SACCO | ORGANIZATION_NAME,FALSE
"Six years ago, the 2008 FinScope survey found that that 47 percent of Rwandan adults used some type of financial product or service, but just 21 percent were participating in the formal financial sector, which was at the time made up mostly of banks, but which also included a handful of microfinance institutions and Savings and Credit Cooperatives (SACCOs).",2008 | DATE; FinScope | ORGANIZATION_NAME; Rwandan | NATIONALITY_RELIGION_POLITICAL; Savings and Credit Cooperatives | ORGANIZATION_NAME; SACCOs | ORGANIZATION_NAME,2008 | DATE; FinScope | ORGANIZATION_NAME; Rwandan | NATIONALITY_RELIGION_POLITICAL; Savings and Credit Cooperatives | ORGANIZATION_NAME; SACCOs | ORGANIZATION_NAME,FALSE
"Largely in response to these figures-and in particular to the large urban / rural divide illustrated by the data-the government set out to establish a SACCO in each of the country's 416 umurenges, or sectors. The Umurenge SACCO was born with government support.",SACCO | ORGANIZATION_NAME; Umurenge SACCO | ORGANIZATION_NAME,SACCO | ORGANIZATION_NAME; Umurenge SACCO | ORGANIZATION_NAME,FALSE
"By 2012, FinScope data showed that the percentage of Rwandans using a formal financial product had doubled to 42 percent. The increase is almost entirely due to the 21 percent of Rwandans who now reported that they were using an Umurenge SACCO to save or borrow. The initiative was especially successful in expanding access to financial services outside of urban centres, where 80 percent of Umurenge costumers live.",2012 | DATE; FinScope | ORGANIZATION_NAME; Rwandans | NATIONALITY_RELIGION_POLITICAL; Umurenge SACCO | ORGANIZATION_NAME; Umurenge | ORGANIZATION_NAME,2012 | DATE; FinScope | ORGANIZATION_NAME; Rwandans | NATIONALITY_RELIGION_POLITICAL; Umurenge SACCO | ORGANIZATION_NAME; Umurenge | ORGANIZATION_NAME,FALSE
Rural challenges,,,FALSE
